experiment,playerID,idsubj,period,session,group,player,cont,othercont,profit,preftype,sequencePC,belief,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,u,predictedcontribution,firstcont,initialbelief,Lcont,L2cont,L3cont,Lothercont,L2othercont,L3othercont
"Fischbaer & Gächter 2010",84,416,4,4,3,16,1,12,33.4,3,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,11,12,10,9,10,1
"Fischbaer & Gächter 2010",84,416,5,4,3,16,0,4,24.4,3,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1,11,12,12,9,10
"Fischbaer & Gächter 2010",84,416,6,4,4,16,4,2,19.6,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,1,11,4,12,9
"Fischbaer & Gächter 2010",84,416,7,4,6,16,2,9,29.6,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,4,0,1,2,4,12
"Fischbaer & Gächter 2010",84,416,8,4,2,16,0,9,31.2,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,2,4,0,9,2,4
"Fischbaer & Gächter 2010",84,416,9,4,6,16,0,2,22.8,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,2,4,9,9,2
"Fischbaer & Gächter 2010",84,416,10,4,4,16,2,5,25.2,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,2,2,9,9
"Fischbaer & Gächter 2010",85,417,1,4,1,17,15,15,29,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,15,,,,,,
"Fischbaer & Gächter 2010",85,417,2,4,2,17,12,10,24.8,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,15,15,,,15,,
"Fischbaer & Gächter 2010",85,417,3,4,1,17,17,8,19.8,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,15,12,15,,10,15,
"Fischbaer & Gächter 2010",85,417,4,4,4,17,8,2,17.6,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,15,17,12,15,8,10,15
"Fischbaer & Gächter 2010",85,417,5,4,1,17,4,3,21.6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,15,8,17,12,2,8,10
"Fischbaer & Gächter 2010",85,417,6,4,5,17,2,3,22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,15,4,8,17,3,2,8
"Fischbaer & Gächter 2010",85,417,7,4,3,17,1,2,21.4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,15,2,4,8,3,3,2
"Fischbaer & Gächter 2010",85,417,8,4,4,17,0,6,27.2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,15,1,2,4,2,3,3
"Fischbaer & Gächter 2010",85,417,9,4,5,17,0,4,25.2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,15,0,1,2,6,2,3
"Fischbaer & Gächter 2010",85,417,10,4,3,17,1,0,19.8,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,15,0,0,1,4,6,2
"Fischbaer & Gächter 2010",86,418,1,4,3,18,1,12,33.4,1,0,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,10,10,10,2,1,1,10,,,,,,
"Fischbaer & Gächter 2010",86,418,2,4,3,18,1,4,24.2,1,0,15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,10,10,10,2,5,1,10,1,,,12,,
"Fischbaer & Gächter 2010",86,418,3,4,6,18,2,7,27.2,1,0,20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,10,10,10,2,10,1,10,1,1,,4,12,
"Fischbaer & Gächter 2010",86,418,4,4,1,18,2,5,24.8,1,0,20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,10,10,10,2,10,1,10,2,1,1,7,4,12
"Fischbaer & Gächter 2010",86,418,5,4,4,18,3,8,28.2,1,0,15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,10,10,10,2,5,1,10,2,2,1,5,7,4
"Fischbaer & Gächter 2010",86,418,6,4,5,18,1,3,23,1,0,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,10,10,10,2,1,1,10,3,2,2,8,5,7
"Fischbaer & Gächter 2010",86,418,7,4,2,18,10,9,24.4,1,0,15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,10,10,10,2,5,1,10,1,3,2,3,8,5
"Fischbaer & Gächter 2010",86,418,8,4,3,18,2,6,25.6,1,0,15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,10,10,10,2,5,1,10,10,1,3,9,3,8
"Fischbaer & Gächter 2010",86,418,9,4,2,18,1,9,30.6,1,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,10,10,10,2,1,1,10,2,10,1,6,9,3
"Fischbaer & Gächter 2010",86,418,10,4,5,18,1,3,23.4,1,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,10,10,10,2,1,1,10,1,2,10,9,6,9
"Fischbaer & Gächter 2010",87,419,1,4,5,19,5,12,31,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,15,,,,,,
"Fischbaer & Gächter 2010",87,419,2,4,3,19,5,3,20.2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,15,5,,,12,,
"Fischbaer & Gächter 2010",87,419,3,4,4,19,2,4,23.2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,15,5,5,,3,12,
"Fischbaer & Gächter 2010",87,419,4,4,4,19,1,4,24.6,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,15,2,5,5,4,3,12
"Fischbaer & Gächter 2010",87,419,5,4,5,19,1,2,22.2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,15,1,2,5,4,4,3
"Fischbaer & Gächter 2010",87,419,6,4,3,19,0,4,25.2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,15,1,1,2,2,4,4
"Fischbaer & Gächter 2010",87,419,7,4,1,19,0,8,30,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,15,0,1,1,4,2,4
"Fischbaer & Gächter 2010",87,419,8,4,6,19,0,10,32,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,15,0,0,1,8,4,2
"Fischbaer & Gächter 2010",87,419,9,4,4,19,0,3,24,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,15,0,0,0,10,8,4
"Fischbaer & Gächter 2010",87,419,10,4,1,19,0,1,21.2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,15,0,0,0,3,10,8
"Fischbaer & Gächter 2010",88,420,1,4,4,20,10,10,25.6,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,,,,,,
"Fischbaer & Gächter 2010",88,420,2,4,1,20,10,11,26.8,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,,,10,,
"Fischbaer & Gächter 2010",88,420,3,4,1,20,10,11,26.8,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,,11,10,
"Fischbaer & Gächter 2010",88,420,4,4,6,20,10,10,26,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,11,11,10
"Fischbaer & Gächter 2010",88,420,5,4,1,20,10,1,15.6,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,11,11
"Fischbaer & Gächter 2010",88,420,6,4,3,20,0,4,25.2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,1,10,11
"Fischbaer & Gächter 2010",88,420,7,4,2,20,10,9,24.4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,10,4,1,10
"Fischbaer & Gächter 2010",88,420,8,4,5,20,8,0,15.6,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,10,9,4,1
"Fischbaer & Gächter 2010",88,420,9,4,1,20,8,2,18,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,8,10,0,0,9,4
"Fischbaer & Gächter 2010",88,420,10,4,4,20,0,6,27.2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,8,8,10,2,0,9
"Fischbaer & Gächter 2010",89,421,1,4,4,21,9,10,26.6,1,0,8,0,1,2,3,4,5,6,7,8,9,10,10,11,11,12,12,14,14,16,16,16,11,8,9,8,,,,,,
"Fischbaer & Gächter 2010",89,421,2,4,5,21,12,8,22.8,1,0,12,0,1,2,3,4,5,6,7,8,9,10,10,11,11,12,12,14,14,16,16,16,11,11,9,8,9,,,10,,
"Fischbaer & Gächter 2010",89,421,3,4,2,21,12,9,24,1,0,11,0,1,2,3,4,5,6,7,8,9,10,10,11,11,12,12,14,14,16,16,16,11,10,9,8,12,9,,8,10,
"Fischbaer & Gächter 2010",89,421,4,4,3,21,12,8,22.4,1,0,11,0,1,2,3,4,5,6,7,8,9,10,10,11,11,12,12,14,14,16,16,16,11,10,9,8,12,12,9,9,8,10
"Fischbaer & Gächter 2010",89,421,5,4,3,21,10,0,14.4,1,0,9,0,1,2,3,4,5,6,7,8,9,10,10,11,11,12,12,14,14,16,16,16,11,9,9,8,12,12,12,8,9,8
"Fischbaer & Gächter 2010",89,421,6,4,5,21,7,1,17,1,0,5,0,1,2,3,4,5,6,7,8,9,10,10,11,11,12,12,14,14,16,16,16,11,5,9,8,10,12,12,0,8,9
"Fischbaer & Gächter 2010",89,421,7,4,5,21,5,7,25.4,1,0,2,0,1,2,3,4,5,6,7,8,9,10,10,11,11,12,12,14,14,16,16,16,11,2,9,8,7,10,12,1,0,8
"Fischbaer & Gächter 2010",89,421,8,4,2,21,8,7,23.2,1,0,6,0,1,2,3,4,5,6,7,8,9,10,10,11,11,12,12,14,14,16,16,16,11,6,9,8,5,7,10,7,1,0
"Fischbaer & Gächter 2010",89,421,9,4,4,21,9,0,15,1,0,7,0,1,2,3,4,5,6,7,8,9,10,10,11,11,12,12,14,14,16,16,16,11,7,9,8,8,5,7,7,7,1
"Fischbaer & Gächter 2010",89,421,10,4,2,21,5,5,23,1,0,5,0,1,2,3,4,5,6,7,8,9,10,10,11,11,12,12,14,14,16,16,16,11,5,9,8,9,8,5,0,7,7
"Fischbaer & Gächter 2010",90,422,1,4,4,22,0,13,35.6,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,,,
"Fischbaer & Gächter 2010",90,422,2,4,6,22,0,7,28,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,,13,,
"Fischbaer & Gächter 2010",90,422,3,4,4,22,0,4,25.2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,7,13,
"Fischbaer & Gächter 2010",90,422,4,4,4,22,0,5,25.6,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,7,13
"Fischbaer & Gächter 2010",90,422,5,4,4,22,0,9,31.2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,4,7
"Fischbaer & Gächter 2010",90,422,6,4,1,22,0,11,32.8,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,5,4
"Fischbaer & Gächter 2010",90,422,7,4,3,22,0,2,22.4,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,9,5
"Fischbaer & Gächter 2010",90,422,8,4,6,22,0,10,32,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,11,9
"Fischbaer & Gächter 2010",90,422,9,4,3,22,0,12,34,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,2,11
"Fischbaer & Gächter 2010",90,422,10,4,6,22,0,2,22,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,10,2
"Fischbaer & Gächter 2010",91,423,1,4,6,23,6,7,24.4,1,0,19,0,1,1,2,2,3,4,5,6,7,8,9,10,11,12,13,13,14,15,16,17,6,16,6,19,,,,,,
"Fischbaer & Gächter 2010",91,423,2,4,5,23,8,10,26.8,1,0,20,0,1,1,2,2,3,4,5,6,7,8,9,10,11,12,13,13,14,15,16,17,6,17,6,19,6,,,7,,
"Fischbaer & Gächter 2010",91,423,3,4,5,23,6,10,28.8,1,0,7,0,1,1,2,2,3,4,5,6,7,8,9,10,11,12,13,13,14,15,16,17,6,5,6,19,8,6,,10,7,
"Fischbaer & Gächter 2010",91,423,4,4,1,23,10,2,16.8,1,0,11,0,1,1,2,2,3,4,5,6,7,8,9,10,11,12,13,13,14,15,16,17,6,9,6,19,6,8,6,10,10,7
"Fischbaer & Gächter 2010",91,423,5,4,1,23,0,5,25.6,1,0,7,0,1,1,2,2,3,4,5,6,7,8,9,10,11,12,13,13,14,15,16,17,6,5,6,19,10,6,8,2,10,10
"Fischbaer & Gächter 2010",91,423,6,4,2,23,3,8,27.4,1,0,4,0,1,1,2,2,3,4,5,6,7,8,9,10,11,12,13,13,14,15,16,17,6,2,6,19,0,10,6,5,2,10
"Fischbaer & Gächter 2010",91,423,7,4,6,23,5,8,26.6,1,0,7,0,1,1,2,2,3,4,5,6,7,8,9,10,11,12,13,13,14,15,16,17,6,5,6,19,3,0,10,8,5,2
"Fischbaer & Gächter 2010",91,423,8,4,4,23,6,4,21.2,1,0,8,0,1,1,2,2,3,4,5,6,7,8,9,10,11,12,13,13,14,15,16,17,6,6,6,19,5,3,0,8,8,5
"Fischbaer & Gächter 2010",91,423,9,4,6,23,5,1,17.8,1,0,5,0,1,1,2,2,3,4,5,6,7,8,9,10,11,12,13,13,14,15,16,17,6,3,6,19,6,5,3,4,8,8
"Fischbaer & Gächter 2010",91,423,10,4,5,23,2,3,22.4,1,0,4,0,1,1,2,2,3,4,5,6,7,8,9,10,11,12,13,13,14,15,16,17,6,2,6,19,5,6,5,1,4,8
"Fischbaer & Gächter 2010",92,424,1,4,6,24,10,5,20.4,3,0,10,0,0,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,0,0,0,0,10,10,10,10,,,,,,
"Fischbaer & Gächter 2010",92,424,2,4,2,24,10,11,26.8,3,0,8,0,0,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,0,0,0,0,10,8,10,10,10,,,5,,
"Fischbaer & Gächter 2010",92,424,3,4,6,24,10,4,19.2,3,0,10,0,0,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,0,0,0,0,10,10,10,10,10,10,,11,5,
"Fischbaer & Gächter 2010",92,424,4,4,5,24,10,2,16,3,0,10,0,0,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,0,0,0,0,10,10,10,10,10,10,10,4,11,5
"Fischbaer & Gächter 2010",92,424,5,4,2,24,10,3,17.2,3,0,10,0,0,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,0,0,0,0,10,10,10,10,10,10,10,2,4,11
"Fischbaer & Gächter 2010",92,424,6,4,6,24,8,1,16,3,0,8,0,0,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,0,0,0,0,10,8,10,10,10,10,10,3,2,4
"Fischbaer & Gächter 2010",92,424,7,4,4,24,5,8,27,3,0,5,0,0,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,0,0,0,0,10,5,10,10,8,10,10,1,3,2
"Fischbaer & Gächter 2010",92,424,8,4,6,24,10,7,22,3,0,10,0,0,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,0,0,0,0,10,10,10,10,5,8,10,8,1,3
"Fischbaer & Gächter 2010",92,424,9,4,2,24,10,6,21.6,3,0,8,0,0,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,0,0,0,0,10,8,10,10,10,5,8,7,8,1
"Fischbaer & Gächter 2010",92,424,10,4,1,24,0,1,21.2,3,0,5,0,0,2,3,4,5,6,7,8,9,10,10,10,10,10,10,10,0,0,0,0,10,5,10,10,10,10,5,6,7,8
"Fischbaer & Gächter 2010",93,501,1,5,1,1,20,10,20,1,1,14,0,1,2,3,4,5,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,20,14,,,,,,
"Fischbaer & Gächter 2010",93,501,2,5,4,1,0,6,27.6,1,1,14,0,1,2,3,4,5,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,20,14,20,,,10,,
"Fischbaer & Gächter 2010",93,501,3,5,4,1,0,6,27.6,1,1,13,0,1,2,3,4,5,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,20,14,0,20,,6,10,
"Fischbaer & Gächter 2010",93,501,4,5,2,1,12,3,16.8,1,1,10,0,1,2,3,4,5,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,20,14,0,0,20,6,6,10
"Fischbaer & Gächter 2010",93,501,5,5,1,1,0,2,22,1,1,8,0,1,2,3,4,5,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,20,14,12,0,0,3,6,6
"Fischbaer & Gächter 2010",93,501,6,5,2,1,20,4,13.2,1,1,6,0,1,2,3,4,5,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,20,14,0,12,0,2,3,6
"Fischbaer & Gächter 2010",93,501,7,5,2,1,0,1,20.8,1,1,7,0,1,2,3,4,5,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,20,14,20,0,12,4,2,3
"Fischbaer & Gächter 2010",93,501,8,5,4,1,8,3,18.8,1,1,3,0,1,2,3,4,5,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,20,14,0,20,0,1,4,2
"Fischbaer & Gächter 2010",93,501,9,5,2,1,0,0,20,1,1,7,0,1,2,3,4,5,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,20,14,8,0,20,3,1,4
"Fischbaer & Gächter 2010",93,501,10,5,6,1,0,8,29.2,1,1,5,0,1,2,3,4,5,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,20,14,0,8,0,0,3,1
"Fischbaer & Gächter 2010",94,502,1,5,5,2,1,9,30.2,1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,
"Fischbaer & Gächter 2010",94,502,2,5,2,2,1,12,33.8,1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,,9,,
"Fischbaer & Gächter 2010",94,502,3,5,2,2,1,5,25,1,1,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,,12,9,
"Fischbaer & Gächter 2010",94,502,4,5,4,2,1,5,25,1,1,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,12,9
"Fischbaer & Gächter 2010",94,502,5,5,5,2,1,1,20.6,1,1,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,5,12
"Fischbaer & Gächter 2010",94,502,6,5,3,2,1,2,21.4,1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,5
"Fischbaer & Gächter 2010",94,502,7,5,1,2,1,0,19.4,1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,5
"Fischbaer & Gächter 2010",94,502,8,5,3,2,1,2,21.4,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,0,2,1
"Fischbaer & Gächter 2010",94,502,9,5,5,2,1,4,24.6,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,2,0,2
"Fischbaer & Gächter 2010",94,502,10,5,6,2,1,7,28.2,1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,0
"Fischbaer & Gächter 2010",95,503,1,5,2,3,20,8,17.2,1,1,10,0,1,2,4,5,6,8,10,10,10,12,12,12,15,15,15,17,17,20,20,20,20,12,20,10,,,,,,
"Fischbaer & Gächter 2010",95,503,2,5,3,3,20,4,12.8,1,1,10,0,1,2,4,5,6,8,10,10,10,12,12,12,15,15,15,17,17,20,20,20,20,12,20,10,20,,,8,,
"Fischbaer & Gächter 2010",95,503,3,5,6,3,20,6,14.8,1,1,6,0,1,2,4,5,6,8,10,10,10,12,12,12,15,15,15,17,17,20,20,20,20,8,20,10,20,20,,4,8,
"Fischbaer & Gächter 2010",95,503,4,5,5,3,20,8,18,1,1,6,0,1,2,4,5,6,8,10,10,10,12,12,12,15,15,15,17,17,20,20,20,20,8,20,10,20,20,20,6,4,8
"Fischbaer & Gächter 2010",95,503,5,5,2,3,20,0,8,1,1,7,0,1,2,4,5,6,8,10,10,10,12,12,12,15,15,15,17,17,20,20,20,20,10,20,10,20,20,20,8,6,4
"Fischbaer & Gächter 2010",95,503,6,5,4,3,20,7,16,1,1,4,0,1,2,4,5,6,8,10,10,10,12,12,12,15,15,15,17,17,20,20,20,20,5,20,10,20,20,20,0,8,6
"Fischbaer & Gächter 2010",95,503,7,5,6,3,20,7,16.8,1,1,7,0,1,2,4,5,6,8,10,10,10,12,12,12,15,15,15,17,17,20,20,20,20,10,20,10,20,20,20,7,0,8
"Fischbaer & Gächter 2010",95,503,8,5,5,3,20,4,13.2,1,1,6,0,1,2,4,5,6,8,10,10,10,12,12,12,15,15,15,17,17,20,20,20,20,8,20,10,20,20,20,7,7,0
"Fischbaer & Gächter 2010",95,503,9,5,1,3,20,1,8.8,1,1,5,0,1,2,4,5,6,8,10,10,10,12,12,12,15,15,15,17,17,20,20,20,20,6,20,10,20,20,20,4,7,7
"Fischbaer & Gächter 2010",95,503,10,5,6,3,20,1,9.2,1,1,5,0,1,2,4,5,6,8,10,10,10,12,12,12,15,15,15,17,17,20,20,20,20,6,20,10,20,20,20,1,4,7
"Fischbaer & Gächter 2010",96,504,1,5,5,4,13,5,18.2,1,1,13,0,2,3,4,5,5,7,9,10,10,10,10,15,15,15,20,20,20,20,20,20,15,15,13,13,,,,,,
"Fischbaer & Gächter 2010",96,504,2,5,4,4,12,2,15.6,1,1,13,0,2,3,4,5,5,7,9,10,10,10,10,15,15,15,20,20,20,20,20,20,15,15,13,13,13,,,5,,
"Fischbaer & Gächter 2010",96,504,3,5,3,4,10,1,15.2,1,1,8,0,2,3,4,5,5,7,9,10,10,10,10,15,15,15,20,20,20,20,20,20,15,10,13,13,12,13,,2,5,
"Fischbaer & Gächter 2010",96,504,4,5,6,4,5,2,19,1,1,3,0,2,3,4,5,5,7,9,10,10,10,10,15,15,15,20,20,20,20,20,20,15,4,13,13,10,12,13,1,2,5
"Fischbaer & Gächter 2010",96,504,5,5,4,4,5,4,22.2,1,1,4,0,2,3,4,5,5,7,9,10,10,10,10,15,15,15,20,20,20,20,20,20,15,5,13,13,5,10,12,2,1,2
"Fischbaer & Gächter 2010",96,504,6,5,1,4,5,3,20.2,1,1,4,0,2,3,4,5,5,7,9,10,10,10,10,15,15,15,20,20,20,20,20,20,15,5,13,13,5,5,10,4,2,1
"Fischbaer & Gächter 2010",96,504,7,5,4,4,5,0,17,1,1,4,0,2,3,4,5,5,7,9,10,10,10,10,15,15,15,20,20,20,20,20,20,15,5,13,13,5,5,5,3,4,2
"Fischbaer & Gächter 2010",96,504,8,5,3,4,5,0,17.4,1,1,3,0,2,3,4,5,5,7,9,10,10,10,10,15,15,15,20,20,20,20,20,20,15,4,13,13,5,5,5,0,3,4
"Fischbaer & Gächter 2010",96,504,9,5,5,4,10,1,15.6,1,1,3,0,2,3,4,5,5,7,9,10,10,10,10,15,15,15,20,20,20,20,20,20,15,4,13,13,5,5,5,0,0,3
"Fischbaer & Gächter 2010",96,504,10,5,2,4,5,1,18.2,1,1,4,0,2,3,4,5,5,7,9,10,10,10,10,15,15,15,20,20,20,20,20,20,15,5,13,13,10,5,5,1,0,0
"Fischbaer & Gächter 2010",97,505,1,5,4,5,0,6,27.2,1,1,6,0,0,0,0,2,4,4,5,7,8,8,9,10,10,12,0,16,5,18,10,20,12,4,0,6,,,,,,
"Fischbaer & Gächter 2010",97,505,2,5,1,5,0,9,31.2,1,1,5,0,0,0,0,2,4,4,5,7,8,8,9,10,10,12,0,16,5,18,10,20,12,4,0,6,0,,,6,,
"Fischbaer & Gächter 2010",97,505,3,5,5,5,0,11,32.8,1,1,6,0,0,0,0,2,4,4,5,7,8,8,9,10,10,12,0,16,5,18,10,20,12,4,0,6,0,0,,9,6,
"Fischbaer & Gächter 2010",97,505,4,5,5,5,0,15,38,1,1,8,0,0,0,0,2,4,4,5,7,8,8,9,10,10,12,0,16,5,18,10,20,12,7,0,6,0,0,0,11,9,6
"Fischbaer & Gächter 2010",97,505,5,5,5,5,0,1,21.6,1,1,10,0,0,0,0,2,4,4,5,7,8,8,9,10,10,12,0,16,5,18,10,20,12,8,0,6,0,0,0,15,11,9
"Fischbaer & Gächter 2010",97,505,6,5,6,5,0,4,24.8,1,1,6,0,0,0,0,2,4,4,5,7,8,8,9,10,10,12,0,16,5,18,10,20,12,4,0,6,0,0,0,1,15,11
"Fischbaer & Gächter 2010",97,505,7,5,1,5,0,0,20.4,1,1,5,0,0,0,0,2,4,4,5,7,8,8,9,10,10,12,0,16,5,18,10,20,12,4,0,6,0,0,0,4,1,15
"Fischbaer & Gächter 2010",97,505,8,5,1,5,0,3,23.6,1,1,2,0,0,0,0,2,4,4,5,7,8,8,9,10,10,12,0,16,5,18,10,20,12,0,0,6,0,0,0,0,4,1
